,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
113,Botrytis cinerea,110,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,3.483754513,3.483754513,4.0433213,0.559566787,0.559566787,6,N/A,4.837545126,4.837545126,0,0.37906,0.37906,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.832714128,-0.279850746
111,Botrytis cinerea,109,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,3.664259928,3.664259928,4.061371841,0.397111913,0.397111913,6,N/A,4.837545126,4.837545126,0,0.37906,0.37906,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.022443822,-0.242537313
115,Botrytis cinerea,111,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,3.664259928,3.664259928,4.187725632,0.523465704,0.523465704,6,N/A,4.837545126,4.837545126,0,0.37906,0.37906,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.567348838,-0.242537313
107,Botrytis cinerea,107,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,18.58096828,18.58096828,19.58263773,1.001669449,1.001669449,15,N/A,19.93322204,19.93322204,0,5.2589,5.2589,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.357223375,-0.067839196
101,Botrytis cinerea,104,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,10.01669449,10.01669449,13.77295492,3.756260434,3.756260434,15,N/A,9.666110184,9.666110184,0,2.40401,2.40401,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,0.111174108,0.03626943
109,Botrytis cinerea,108,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,20.88480801,20.88480801,21.0851419,0.20033389,0.20033389,15,N/A,19.93322204,19.93322204,0,5.2589,5.2589,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,0.255713246,0.047738693
105,Botrytis cinerea,106,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,21.0851419,21.0851419,23.18864775,2.103505843,2.103505843,15,N/A,19.93322204,19.93322204,0,5.2589,5.2589,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,0.28761723,0.057788944
95,Botrytis cinerea,101,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,5.609348915,5.609348915,7.262103506,1.652754591,1.652754591,15,N/A,5.258764608,5.258764608,0,1.35225,1.35225,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,0.232175603,0.066666667
93,Botrytis cinerea,100,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,6.210350584,6.210350584,7.512520868,1.302170284,1.302170284,15,N/A,5.258764608,5.258764608,0,1.35225,1.35225,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,0.716854577,0.180952381
99,Botrytis cinerea,103,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,11.56928214,11.56928214,12.77128548,1.202003339,1.202003339,15,N/A,9.666110184,9.666110184,0,2.40401,2.40401,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,1.00138682,0.196891192
97,Botrytis cinerea,102,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,6.661101836,6.661101836,7.662771285,1.001669449,1.001669449,15,N/A,5.258764608,5.258764608,0,1.35225,1.35225,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,1.178492538,0.266666667
103,Botrytis cinerea,105,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,Bcbch,Enzymes,lesion size 1D,13.02170284,13.02170284,13.92320534,0.901502504,0.901502504,15,N/A,9.666110184,9.666110184,0,2.40401,2.40401,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,1.848317579,0.347150259
42,Botrytis cinerea,115,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,3.620689655,3.620689655,5.482758621,1.862068966,1.862068966,15,N/A,6.620689655,6.620689655,0,0.87931,0.87931,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.060290164,-0.453125
133,Botrytis cinerea,120,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,6.206896552,6.206896552,7.75862069,1.551724138,1.551724138,15,N/A,11.17241379,11.17241379,0,1.344828,1.344828,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.419857946,-0.444444444
13,Botrytis cinerea,118,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,6.413793103,6.413793103,9,2.586206897,2.586206897,15,N/A,11.17241379,11.17241379,0,1.344828,1.344828,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.308673668,-0.425925926
46,Botrytis cinerea,117,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,4.034482759,4.034482759,4.810344828,0.775862069,0.775862069,15,N/A,6.620689655,6.620689655,0,0.87931,0.87931,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.118914995,-0.390625
135,Botrytis cinerea,121,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,13.39655172,13.39655172,18.51724138,5.120689655,5.120689655,15,N/A,20.74137931,20.74137931,0,1.551724,1.551724,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-1.941293336,-0.354114713
44,Botrytis cinerea,116,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,4.293103448,4.293103448,5.534482759,1.24137931,1.24137931,15,N/A,6.620689655,6.620689655,0,0.87931,0.87931,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.16381195,-0.3515625
131,Botrytis cinerea,119,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,7.396551724,7.396551724,8.844827586,1.448275862,1.448275862,15,N/A,11.17241379,11.17241379,0,1.344828,1.344828,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.70185083,-0.337962963
139,Botrytis cinerea,123,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,13.86206897,13.86206897,15.98275862,2.120689655,2.120689655,15,N/A,20.74137931,20.74137931,0,1.551724,1.551724,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.702308889,-0.331670823
137,Botrytis cinerea,122,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,16.0862069,16.0862069,18.46551724,2.379310345,2.379310345,15,N/A,20.74137931,20.74137931,0,1.551724,1.551724,15,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.317617971,-0.224438903
22,Botrytis cinerea,125,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,3.673110721,3.673110721,4.217926186,0.544815466,0.544815466,6,N/A,4.007029877,4.007029877,0,1.00E-04,1.00E-04,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.866776038,-0.083333333
24,Botrytis cinerea,126,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,3.708260105,3.708260105,4.182776801,0.474516696,0.474516696,6,N/A,4.007029877,4.007029877,0,1.00E-04,1.00E-04,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.890430743,-0.074561404
30,Botrytis cinerea,129,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,6.520210896,6.520210896,7.346221441,0.826010545,0.826010545,6,N/A,7.012302285,7.012302285,0,1.00E-04,1.00E-04,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.842510202,-0.070175439
26,Botrytis cinerea,127,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,6.625659051,6.625659051,7.117750439,0.492091388,0.492091388,6,N/A,7.012302285,7.012302285,0,1.00E-04,1.00E-04,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-1.111167778,-0.055137845
28,Botrytis cinerea,128,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,6.695957821,6.695957821,7.205623902,0.509666081,0.509666081,6,N/A,7.012302285,7.012302285,0,1.00E-04,1.00E-04,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.877787711,-0.045112782
20,Botrytis cinerea,124,12,Actin Is Required for Cellular Development and Virulence of <i>Botrytis cinerea</i> via the Mediation of Secretory Proteins,Li et al.,2020,BcEG,Enzymes,lesion size 1D,4.024604569,4.024604569,,,,6,N/A,4.007029877,4.007029877,,,,6,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,175.74692,0.004385965
32,Botrytis cinerea,130,13,The Endo-Arabinanase BcAra1 Is a Novel Host-Specific Virulence Factor of the Necrotic Fungal Phytopathogen <i>Botrytis cinerea</i>,Nafisi et al.,2014,abnA,Enzymes,lesion size 1D,0.121686747,0.121686747,0.165060241,4.34E-02,4.34E-02,3,sd,0.402409639,0.402409639,0,5.66E-02,5.66E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-5.565760581,-0.697604791
34,Botrytis cinerea,131,13,The Endo-Arabinanase BcAra1 Is a Novel Host-Specific Virulence Factor of the Necrotic Fungal Phytopathogen <i>Botrytis cinerea</i>,Nafisi et al.,2014,abnA,Enzymes,lesion size 1D,0.165060241,0.165060241,0.231325301,6.63E-02,6.63E-02,3,sd,0.402409639,0.402409639,0,5.66E-02,5.66E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.850904669,-0.58982036
36,Botrytis cinerea,132,13,The Endo-Arabinanase BcAra1 Is a Novel Host-Specific Virulence Factor of the Necrotic Fungal Phytopathogen <i>Botrytis cinerea</i>,Nafisi et al.,2014,abnA,Enzymes,lesion size 1D,0.171084337,0.171084337,0.219277108,4.82E-02,4.82E-02,3,sd,0.402409639,0.402409639,0,5.66E-02,5.66E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-4.399552909,-0.574850301
82,Botrytis cinerea,135,14,Botrytis cinerea¬¨‚Ä†Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.204115226,0.204115226,0.238683128,3.46E-02,3.46E-02,8,sd,0.625514403,0.625514403,0,8.89E-02,8.89E-02,8,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-6.248543843,-0.673684211
50,Botrytis cinerea,139,14,Botrytis cinerea Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.343173432,0.343173432,0.394833948,5.17E-02,5.17E-02,3,sd,0.660516605,0.660516605,0,7.75E-02,7.75E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-4.818843926,-0.480446927
40,Botrytis cinerea,134,14,Botrytis cinerea¬¨‚Ä†Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.345679012,0.345679012,0.446090535,0.100411523,0.100411523,8,sd,0.625514403,0.625514403,0,8.89E-02,8.89E-02,8,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.951058176,-0.447368421
84,Botrytis cinerea,136,14,Botrytis cinerea Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.194117647,0.194117647,0.211764706,1.76E-02,1.76E-02,3,sd,0.35,0.35,0,6.76E-02,6.76E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.153312388,-0.445378151
38,Botrytis cinerea,133,14,Botrytis cinerea¬¨‚Ä†Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.390123457,0.390123457,0.500411523,0.110288066,0.110288066,8,sd,0.625514403,0.625514403,0,8.89E-02,8.89E-02,8,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.350110532,-0.376315789
48,Botrytis cinerea,138,14,Botrytis cinerea Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.347058824,0.347058824,0.435294118,8.82E-02,8.82E-02,3,sd,0.35,0.35,0,6.76E-02,6.76E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.037410969,-0.00840336
86,Botrytis cinerea,137,14,Botrytis cinerea Transcription Factor BcXyr1 Regulates (Hemi-)Cellulase Production and Fungal Virulence,Ma et al,2022,BcXyr1,TF,lesion size 1D,0.620588235,0.620588235,0.726470588,0.105882353,0.105882353,3,sd,0.35,0.35,0,6.76E-02,6.76E-02,3,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,3.045590433,0.773109243
54,Botrytis cinerea,141,15,The Endopolygalacturonase Gene <i>Bcpg1</i> Is Required for Full Virulence of <i>Botrytis cinerea</i>,Have,1998,Bcpg1,Enzymes,lesion size 1D,0,0,,1.00E-04,0.00001,20,sd,4.4,0.44,0,1.1,0.11,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-5.656854226,-1
56,Botrytis cinerea,142,15,The Endopolygalacturonase Gene <i>Bcpg1</i> Is Required for Full Virulence of <i>Botrytis cinerea</i>,Have,1998,Bcpg1,Enzymes,lesion size 1D,0,0,,1.00E-04,0.00001,20,sd,3.6,0.36,0,1,0.1,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-5.091168799,-1
60,Botrytis cinerea,144,15,The Endopolygalacturonase Gene <i>Bcpg1</i> Is Required for Full Virulence of <i>Botrytis cinerea</i>,Have,1998,Bcpg1,Enzymes,lesion size 1D,2.3,0.23,,0.54,0.054,20,sd,5,0.5,0,0.54,0.054,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-5,-0.54
52,Botrytis cinerea,140,15,The Endopolygalacturonase Gene <i>Bcpg1</i> Is Required for Full Virulence of <i>Botrytis cinerea</i>,Have,1998,Bcpg1,Enzymes,lesion size 1D,3.4,0.34,,0.62,0.062,20,sd,4.4,0.44,0,1.1,0.11,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-1.119995699,-0.227272727
58,Botrytis cinerea,143,15,The Endopolygalacturonase Gene <i>Bcpg1</i> Is Required for Full Virulence of <i>Botrytis cinerea</i>,Have,1998,Bcpg1,Enzymes,lesion size 1D,3.1,0.31,,0.62,0.062,20,sd,3.6,0.36,0,1,0.1,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.600971957,-0.138888889
62,Botrytis cinerea,145,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.011786372,0.011786372,2.21E-02,1.03E-02,1.03E-02,20,sd,0.148802947,0.148802947,0,2.50E-02,2.50E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-7.153856021,-0.920792079
66,Botrytis cinerea,147,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.013259669,0.013259669,2.21E-02,8.84E-03,8.84E-03,20,sd,0.148802947,0.148802947,0,2.50E-02,2.50E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-7.217084151,-0.910891086
74,Botrytis cinerea,151,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.039779006,0.039779006,8.99E-02,5.01E-02,5.01E-02,20,sd,0.307918969,0.307918969,0,8.10E-02,8.10E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.980590429,-0.870813396
70,Botrytis cinerea,149,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.064825046,0.064825046,7.96E-02,1.47E-02,1.47E-02,20,sd,0.307918969,0.307918969,0,8.10E-02,8.10E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-4.174221854,-0.789473685
163,Botrytis cinerea,155,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.178268877,0.178268877,0.274033149,9.58E-02,9.58E-02,20,sd,0.730755064,0.730755064,0,0.114917,0.114917,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-5.223219509,-0.756048386
68,Botrytis cinerea,148,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.042725599,0.042725599,8.10E-02,3.83E-02,3.83E-02,20,sd,0.148802947,0.148802947,0,2.50E-02,2.50E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.277812053,-0.712871285
78,Botrytis cinerea,153,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.220994475,0.220994475,0.232780847,1.18E-02,1.18E-02,20,sd,0.730755064,0.730755064,0,0.114917,0.114917,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-6.240575506,-0.697580645
76,Botrytis cinerea,152,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.141436464,0.141436464,0.18121547,3.98E-02,3.98E-02,20,sd,0.307918969,0.307918969,0,8.10E-02,8.10E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.608240507,-0.540669857
165,Botrytis cinerea,156,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.5053407,0.5053407,0.605524862,0.100184162,0.100184162,20,sd,0.730755064,0.730755064,0,0.114917,0.114917,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-2.090992712,-0.308467741
64,Botrytis cinerea,146,16,"The Endo-β-1,4-Xylanase Xyn11A Is Required for Virulence in Botrytis cinerea",Brito et al,2005,Xyn11A,Enzymes,lesion size 1D,0.11786372,0.11786372,0.157642726,3.98E-02,3.98E-02,20,sd,0.148802947,0.148802947,0,2.50E-02,2.50E-02,20,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-0.930809069,-0.207920795
